PlayerID,Name,CountryCode,WorldCupYear,Position,Age,BirthYear,Height,Weight,PreferredFoot,MarketValue,OverallRating,Matches,Minutes,Goals,Assists,Saves,CleanSheets,GoalsConceded,PassAccuracy,Tackles,Interceptions,Clearances,Errors,PenaltiesSaved,xG,Shots,ShotsOnTarget,Dribbles,Fouls,YellowCards,RedCards
1759,Silva,ESP,2018,LW,29,1989,180,86,Both,26.3,71,2,233,0.7,1.08,0.0,0.63,0.0,76.2,2.27,3.62,1.92,0.68,0.4,0.57,7.27,1.62,15.44,5.87,0,0
1760,Pedro,ESP,2018,RW,28,1990,173,89,Both,62.5,78,4,349,0.8,0.78,0.0,0.53,0.0,74.2,2.81,5.44,0.82,1.24,-0.3,0.76,13.07,3.62,15.31,4.93,0,0
1761,Navar,ESP,2018,ST,33,1985,186,83,Right,50.2,81,3,257,0.56,0.43,0.0,0.0,0.0,74.3,0.99,3.95,0.84,1.08,0.1,1.34,14.7,2.57,7.6,7.37,0,0
1762,Llorente,ESP,2018,CM,19,1999,173,80,Both,23.9,83,2,213,0.5,0.49,0.0,0.97,0.0,83.1,6.32,5.2,6.05,1.05,0.4,0.31,4.94,1.74,6.56,6.4,1,0
1763,Morata,ESP,2018,LB,35,1983,186,73,Right,68.3,90,4,411,0.1,0.76,0.0,1.93,0.0,82.0,7.73,8.35,10.53,0.91,0.3,0.8,4.91,2.21,8.46,5.84,0,0
1764,Asensio,ESP,2018,CB,36,1982,172,86,Right,39.4,80,5,437,0.16,0.08,0.0,2.55,0.0,86.4,10.04,9.19,27.08,0.59,0.2,0.43,5.05,0.87,0.94,5.88,0,0
1765,Sarabia,ESP,2018,RW,36,1982,186,65,Right,32.1,75,5,420,0.59,0.36,0.0,0.28,0.0,72.7,2.72,2.79,1.88,1.24,-0.5,1.21,7.15,6.13,10.47,4.34,0,0
1766,Unai Simon,ESP,2018,GK,28,1990,189,84,Right,30.0,77,4,319,0.0,0.0,20.83,2.61,3.81,86.1,1.24,1.71,3.31,0.0,0.5,-0.29,0.0,0.0,0.0,1.14,0,0
1767,Rodri,ESP,2018,ST,30,1988,189,81,Left,53.3,75,3,224,1.37,0.43,0.0,0.0,0.0,74.8,2.09,4.22,1.07,1.09,-0.3,1.1,10.69,6.02,4.99,6.02,0,0
1768,Gavi,ESP,2018,CDM,37,1981,174,83,Right,35.0,73,5,404,0.28,0.34,0.0,1.22,0.0,92.6,14.49,9.69,7.18,0.34,0.5,0.54,1.99,0.73,4.01,10.89,1,0
1769,Pedri,ESP,2018,CM,29,1989,180,82,Right,30.7,67,5,394,0.45,0.34,0.0,0.85,0.0,84.6,8.4,10.1,3.86,1.0,0.5,-0.0,5.59,1.59,7.47,2.03,0,0
1770,Ferran Torres,ESP,2018,GK,30,1988,195,93,Left,15.6,77,4,362,0.0,0.0,19.41,1.3,3.52,80.9,0.66,2.1,5.84,0.0,0.6,0.37,0.0,0.0,0.0,0.85,0,0
1771,Olmo,ESP,2018,CAM,31,1987,187,71,Left,54.0,76,3,250,0.66,0.73,0.0,0.49,0.0,83.0,4.78,6.62,2.02,1.64,-0.3,1.13,11.31,3.37,7.94,1.3,0,0
1772,Ronaldo,POR,2018,RW,32,1986,179,73,Left,38.8,81,4,339,0.46,0.91,0.0,0.61,0.0,77.2,2.15,4.83,1.14,1.55,0.4,0.91,12.86,3.63,17.68,6.38,0,0
1773,Pepe,POR,2018,CAM,22,1996,172,76,Right,29.8,83,2,253,0.65,0.39,0.0,0.28,0.0,84.6,4.53,6.26,1.29,1.11,0.4,0.42,7.17,1.75,8.84,4.1,0,0
1774,Silva,POR,2018,CM,31,1987,191,71,Right,52.3,80,4,340,0.61,0.6,0.0,0.59,0.0,95.0,5.11,4.41,0.79,0.92,0.2,0.59,7.77,1.87,2.06,5.23,0,0
1775,Cancelo,POR,2018,RW,36,1982,177,80,Left,50.6,68,4,338,0.45,0.98,0.0,0.46,0.0,77.0,3.72,3.42,2.77,0.21,0.1,0.52,7.76,5.51,3.72,6.66,0,0
1776,Dias,POR,2018,CB,35,1983,176,89,Right,21.1,85,2,166,0.28,0.07,0.0,2.15,0.0,87.0,5.5,12.81,33.13,0.52,-0.1,0.01,5.48,1.53,2.64,7.69,1,0
1777,Fernandes,POR,2018,LW,19,1999,192,69,Both,46.9,79,3,282,0.78,0.73,0.0,0.43,0.0,78.6,1.84,4.56,2.23,2.33,0.0,0.58,8.8,3.61,14.81,5.17,0,0
1778,Jota,POR,2018,RB,24,1994,193,66,Right,23.2,99,3,263,0.41,0.66,0.0,1.88,0.0,77.5,9.65,6.55,7.14,0.97,0.2,0.41,2.7,1.6,6.42,4.36,0,0
1779,Felix,POR,2018,LB,36,1982,188,86,Right,40.8,86,4,364,0.17,0.33,0.0,2.22,0.0,83.3,10.54,4.67,8.45,0.92,-0.2,-0.01,6.22,2.54,4.38,5.28,0,0
1780,Leao,POR,2018,LW,32,1986,171,79,Right,66.3,76,3,304,0.96,0.61,0.0,0.42,0.0,79.2,1.66,3.17,2.1,1.64,-0.3,1.0,8.31,6.73,10.26,6.81,0,0
1781,Neves,POR,2018,CM,35,1983,184,89,Right,15.7,72,3,226,0.51,0.59,0.0,0.72,0.0,90.8,8.1,8.6,4.63,0.59,0.5,0.71,3.98,0.8,8.27,3.3,0,0
1782,Palhinha,POR,2018,LB,33,1985,179,80,Right,39.7,84,3,246,0.46,0.43,0.0,1.84,0.0,76.5,4.93,10.95,7.93,1.05,-0.1,0.62,7.1,2.15,8.98,4.22,0,0
1783,Carvalho,POR,2018,ST,24,1994,175,82,Left,32.6,86,5,411,1.32,0.4,0.0,0.0,0.0,69.2,1.96,3.08,1.13,0.75,-0.1,1.77,8.85,5.11,8.31,4.1,0,0
1784,Inacio,POR,2018,CB,22,1996,186,68,Right,79.4,91,5,507,0.23,0.14,0.0,2.54,0.0,85.2,2.58,8.59,16.13,0.57,0.0,0.22,2.72,1.1,2.07,6.2,0,0
1785,Ramos,POR,2018,RB,28,1990,179,86,Right,50.2,86,4,366,0.41,0.25,0.0,2.6,0.0,80.9,12.41,9.43,5.0,0.97,0.1,-0.07,2.46,1.85,4.56,2.89,0,0
1786,Silva,POR,2018,CDM,19,1999,188,73,Right,52.6,76,3,263,0.29,0.34,0.0,1.32,0.0,88.2,19.92,10.75,8.94,0.28,0.1,-0.23,4.49,0.65,1.9,9.56,1,0
1787,Conceicao,POR,2018,ST,28,1990,175,77,Left,129.9,90,3,247,1.46,0.31,0.0,0.0,0.0,75.0,2.27,4.45,1.05,1.33,0.0,1.42,14.59,3.66,6.08,7.82,0,0
1788,Costa,POR,2018,CM,26,1992,194,70,Right,58.2,79,5,419,0.39,0.54,0.0,0.71,0.0,90.6,10.01,7.62,2.17,1.11,0.3,0.78,5.23,1.78,6.52,4.44,0,0
1789,Sa,POR,2018,GK,26,1992,194,89,Left,32.2,70,4,329,0.0,0.0,14.46,1.31,3.97,88.5,0.66,1.37,7.59,0.0,0.7,-0.09,0.0,0.0,0.0,1.14,0,0
1790,Mendes,POR,2018,CB,22,1996,175,86,Right,40.5,85,4,375,0.08,0.14,0.0,2.84,0.0,90.7,4.67,5.04,25.59,0.46,-0.0,0.1,3.45,1.36,1.68,5.91,1,0
1791,Guerreiro,POR,2018,GK,27,1991,188,83,Left,94.3,84,0,52,0.0,0.0,11.68,3.16,4.08,83.7,1.69,1.7,5.83,0.0,0.4,0.46,0.0,0.0,0.0,1.03,0,0
1792,Dalot,POR,2018,GK,26,1992,192,89,Right,49.8,81,1,148,0.0,0.0,14.44,2.44,2.31,83.2,0.52,1.95,4.68,0.0,1.1,0.2,0.0,0.0,0.0,0.92,0,0
1793,Neto,POR,2018,CB,25,1993,187,84,Left,27.7,88,3,344,0.22,0.09,0.0,2.71,0.0,84.8,9.86,9.47,8.54,0.61,0.3,1.23,3.48,0.91,2.47,2.51,0,0
1794,Ramos,POR,2018,CDM,20,1998,182,88,Right,36.3,72,4,346,0.17,0.27,0.0,1.2,0.0,86.6,13.61,10.32,4.94,0.61,-0.1,0.29,3.74,0.79,4.87,8.67,1,0
1795,Matheus Rocha,SUI,2018,CB,35,1983,178,85,Right,54.3,96,1,134,0.22,0.12,0.0,3.66,0.0,90.2,8.94,9.54,18.99,0.21,0.4,0.71,4.55,0.9,2.75,5.35,0,0
1796,Rodrigo Pereira,SUI,2018,CDM,28,1990,173,87,Both,35.9,70,4,393,0.31,0.26,0.0,1.06,0.0,89.9,10.82,9.46,7.29,0.6,-0.0,0.2,4.88,1.02,4.65,8.4,1,0
1797,Heitor Costa,SUI,2018,CAM,37,1981,189,79,Right,40.9,82,5,504,0.64,0.91,0.0,0.48,0.0,81.3,4.61,6.31,2.09,1.01,0.3,0.94,1.88,3.91,10.96,2.62,0,0
1798,Joao Barbosa,SUI,2018,ST,23,1995,187,69,Right,67.7,86,7,560,0.82,0.34,0.0,0.0,0.0,70.2,1.78,3.58,1.01,0.89,0.4,1.43,11.92,4.78,5.51,7.59,0,0
1799,Ricardo Barbosa,SUI,2018,CM,27,1991,175,72,Right,14.8,70,7,540,0.27,0.44,0.0,0.77,0.0,84.0,7.0,12.27,6.63,0.67,-0.5,0.59,7.42,1.99,3.86,3.54,0,0
1800,Paulo Ferreira,SUI,2018,GK,20,1998,187,93,Right,13.8,87,0,73,0.0,0.0,12.99,2.14,1.42,84.9,1.1,1.73,2.09,0.0,0.7,0.21,0.0,0.0,0.0,1.24,0,0
1801,Joao Cavalcanti,SUI,2018,RB,33,1985,193,84,Right,85.6,83,3,274,0.37,0.74,0.0,2.93,0.0,85.0,12.1,6.89,12.13,0.96,-0.2,0.13,8.12,3.22,7.85,5.33,0,0
1802,Paulo Cardoso,SUI,2018,CM,29,1989,189,66,Left,29.9,76,3,228,0.4,0.45,0.0,0.75,0.0,80.0,7.16,6.6,4.2,0.52,-0.1,0.45,6.58,3.0,10.44,8.56,0,0
1803,Leonardo Oliveira,SUI,2018,RW,21,1997,172,85,Right,44.4,79,4,401,1.0,0.86,0.0,0.57,0.0,76.0,1.2,3.94,3.02,1.31,-0.4,1.08,10.74,5.32,14.67,4.43,0,0
1804,Vinicius Ribeiro,SUI,2018,CB,29,1989,175,74,Right,22.6,67,2,212,0.24,0.07,0.0,1.07,0.0,84.3,9.6,8.09,30.43,0.37,-0.2,-0.37,3.6,0.86,1.9,5.54,0,0
1805,Pedro Santos,SUI,2018,LB,34,1984,187,70,Right,23.8,82,6,560,0.2,0.34,0.0,2.64,0.0,86.0,10.64,5.81,9.7,0.66,-0.2,0.15,6.79,2.11,6.63,8.45,0,0
1806,Marcelo Costa,SUI,2018,RW,30,1988,179,80,Right,78.1,74,2,172,0.86,0.7,0.0,0.45,0.0,78.0,2.6,5.49,2.82,1.41,0.1,1.0,12.93,3.92,15.93,2.44,0,0
1807,Leonardo Araujo,SUI,2018,LB,33,1985,188,81,Right,29.8,99,4,300,0.0,0.34,0.0,3.08,0.0,77.0,6.28,11.38,8.96,0.39,0.2,0.22,4.69,2.14,4.32,8.02,0,0
1808,Gabriel Monteiro,SUI,2018,RB,24,1994,177,65,Right,64.5,85,4,413,0.39,0.51,0.0,3.12,0.0,82.2,7.63,7.26,13.33,0.65,-0.1,-0.0,6.15,2.61,9.2,4.39,0,0
1809,Eduardo Ferreira,SUI,2018,LW,19,1999,188,84,Right,58.4,79,3,298,0.21,1.31,0.0,0.41,0.0,70.5,2.94,3.41,1.99,1.49,0.1,1.39,9.28,3.01,15.21,4.29,0,0
1810,Gustavo Cardoso,SUI,2018,LW,36,1982,191,80,Right,50.4,74,5,413,0.08,0.69,0.0,0.36,0.0,71.9,2.6,3.63,0.72,1.51,-0.0,1.02,7.41,1.95,20.64,4.89,0,0
1811,Andre Pereira,SUI,2018,GK,36,1982,184,88,Left,14.9,77,5,429,0.0,0.0,17.46,2.47,3.18,82.5,1.1,2.24,6.15,0.0,0.2,-0.37,0.0,0.0,0.0,0.57,0,0
1812,Roberto Cavalcanti,SUI,2018,ST,28,1990,174,81,Right,40.2,89,3,319,1.2,0.48,0.0,0.0,0.0,75.0,1.48,2.53,0.86,1.09,-0.3,1.04,12.22,5.96,6.59,8.25,0,0
1813,Marcelo Rodrigues,SUI,2018,CDM,37,1981,192,76,Left,22.7,82,5,448,0.15,0.31,0.0,0.85,0.0,87.3,18.55,6.52,6.14,0.59,-0.0,0.62,4.72,0.98,5.2,5.84,1,0
1814,Lucas Monteiro,SUI,2018,CB,24,1994,185,82,Right,63.8,86,4,386,0.19,0.13,0.0,2.66,0.0,89.9,7.11,6.61,32.99,0.64,-0.0,-0.02,3.95,1.01,1.34,7.81,1,0
1815,Leonardo Nascimento,SUI,2018,CB,26,1992,183,78,Right,72.3,89,4,309,0.21,0.14,0.0,2.32,0.0,85.4,8.54,14.28,29.58,0.53,0.0,0.21,4.33,1.49,2.09,6.75,1,0
1816,Andre Ribeiro,SUI,2018,GK,37,1981,186,86,Right,37.4,75,6,522,0.0,0.0,14.69,2.48,3.28,83.8,0.95,1.26,4.34,0.0,0.6,0.35,0.0,0.0,0.0,1.3,0,0
1817,Heitor Rodrigues,SUI,2018,CM,21,1997,181,68,Left,7.1,62,3,256,0.39,0.44,0.0,0.97,0.0,88.0,9.21,5.12,4.64,0.74,-0.6,0.18,4.47,1.98,8.68,5.13,0,0
1818,Messi,ARG,2018,RB,21,1997,177,66,Right,41.7,81,5,446,0.12,0.5,0.0,2.15,0.0,86.0,13.23,5.09,14.78,0.78,0.5,0.61,5.7,2.45,6.04,3.62,0,0
1819,Di Maria,ARG,2018,LW,27,1991,189,87,Left,135.0,84,6,557,0.98,0.5,0.0,0.51,0.0,82.6,3.01,3.7,0.82,1.14,-0.3,1.28,10.09,3.68,12.98,3.95,0,0
1820,Martinez,ARG,2018,CM,28,1990,178,88,Right,52.0,84,5,422,0.37,0.69,0.0,1.14,0.0,86.0,7.02,6.08,4.94,0.83,0.3,0.5,6.58,2.69,8.62,7.41,0,0
1821,Otamendi,ARG,2018,CM,20,1998,173,85,Right,53.5,71,3,321,0.71,0.59,0.0,1.16,0.0,89.9,8.43,11.83,5.31,0.68,-0.2,0.82,7.51,3.25,5.39,5.11,0,0
1822,De Paul,ARG,2018,CB,20,1998,173,77,Left,46.7,85,2,246,0.27,0.09,0.0,2.69,0.0,88.3,7.12,6.4,26.35,0.59,0.2,0.32,4.99,1.0,1.47,6.44,0,0
1823,Paredes,ARG,2018,LB,24,1994,178,67,Right,68.4,92,4,364,0.4,0.42,0.0,2.95,0.0,84.2,11.21,10.26,12.57,0.76,-0.3,0.32,4.4,0.91,5.59,6.2,0,0
1824,Lo Celso,ARG,2018,CB,35,1983,183,65,Right,70.2,83,2,157,0.23,0.09,0.0,2.58,0.0,89.1,5.83,10.05,4.36,0.28,-0.0,0.08,4.94,0.67,1.94,4.86,1,0
1825,Lautaro,ARG,2018,GK,23,1995,183,75,Left,34.8,85,6,546,0.0,0.0,19.47,2.63,2.95,86.7,1.29,1.87,8.47,0.0,0.7,0.26,0.0,0.0,0.0,0.91,0,0
1826,Alvarez,ARG,2018,RW,32,1986,180,84,Right,93.8,78,4,357,0.34,1.05,0.0,0.53,0.0,77.7,2.88,5.06,2.17,1.43,0.2,1.1,12.77,3.99,16.77,8.67,0,0
1827,Tagliafico,ARG,2018,CB,32,1986,178,74,Left,73.7,97,3,255,0.25,0.07,0.0,3.51,0.0,88.5,8.68,11.91,25.73,0.62,0.6,0.43,2.44,0.84,1.79,7.77,1,0
1828,Molina,ARG,2018,GK,25,1993,196,78,Right,17.3,70,3,269,0.0,0.0,16.85,1.36,2.15,88.7,0.38,1.88,4.74,0.0,0.2,-0.41,0.0,0.0,0.0,0.71,0,0
1829,Acuna,ARG,2018,CB,21,1997,190,80,Right,43.6,89,3,223,0.27,0.1,0.0,2.42,0.0,84.3,5.17,5.88,34.14,0.27,-0.1,1.02,2.01,0.36,2.37,5.35,0,0
1830,Montiel,ARG,2018,LW,32,1986,187,65,Right,71.1,73,5,451,0.98,0.02,0.0,0.53,0.0,79.1,2.03,5.49,1.78,1.44,-0.4,0.85,12.76,3.96,12.84,4.16,0,0
1831,Pezzella,ARG,2018,ST,35,1983,179,69,Right,93.9,82,4,427,1.21,0.44,0.0,0.0,0.0,72.6,2.68,3.05,1.18,1.34,0.1,1.34,3.71,6.02,8.18,10.69,0,0
1832,Gonzalez,ARG,2018,CDM,23,1995,171,78,Right,12.7,69,4,335,0.22,0.32,0.0,0.57,0.0,84.4,13.31,8.71,7.75,0.44,0.4,0.14,5.93,1.06,1.42,6.8,0,0
1833,Correa,ARG,2018,RW,34,1984,186,80,Left,23.0,65,3,281,0.12,0.64,0.0,0.45,0.0,76.9,3.41,6.11,2.38,0.88,0.5,0.86,5.6,2.86,15.01,6.6,0,0
1834,Dybala,ARG,2018,CM,34,1984,192,85,Right,30.7,63,5,414,0.38,0.71,0.0,0.53,0.0,87.5,12.17,10.29,6.62,0.93,-0.2,0.11,7.0,2.12,8.95,7.47,0,0
1835,Rulli,ARG,2018,LB,24,1994,181,78,Right,38.6,76,5,399,0.25,0.54,0.0,2.07,0.0,85.5,13.43,11.09,9.04,0.81,0.1,0.23,5.17,2.07,2.44,6.39,0,0
1836,Armani,ARG,2018,GK,33,1985,191,87,Both,41.8,80,4,361,0.0,0.0,16.89,2.7,2.77,82.7,1.03,3.28,4.73,0.0,0.5,-0.0,0.0,0.0,0.0,1.26,0,0
1837,Foyth,ARG,2018,RB,20,1998,172,75,Right,36.0,83,3,289,0.2,0.59,0.0,1.19,0.0,83.1,2.5,7.21,5.54,0.62,0.0,0.57,6.28,1.6,4.41,5.33,0,0
1838,Palacios,ARG,2018,ST,22,1996,180,68,Right,99.7,87,4,392,1.07,0.41,0.0,0.0,0.0,74.4,2.27,4.35,1.48,1.24,-0.1,1.45,4.38,3.34,11.28,5.75,0,0
1839,Almada,ARG,2018,CDM,31,1987,176,87,Right,29.5,77,4,389,0.16,0.13,0.0,0.97,0.0,87.8,9.16,13.78,8.8,0.53,-0.1,0.21,4.32,0.73,4.22,9.6,0,0
1840,Carboni,ARG,2018,CAM,20,1998,188,72,Right,55.0,82,5,477,0.42,0.79,0.0,0.43,0.0,84.2,3.9,3.28,2.76,0.89,-0.5,0.75,9.21,1.79,12.5,4.44,0,0
1841,Neuer,GER,2018,ST,35,1983,192,89,Both,64.6,87,4,414,1.54,0.61,0.0,0.0,0.0,71.2,1.25,4.19,1.46,1.25,-0.1,1.16,18.55,4.85,8.68,7.01,0,0
1842,Muller,GER,2018,CB,26,1992,191,75,Right,55.5,79,5,415,0.08,0.13,0.0,2.43,0.0,85.9,8.64,10.1,15.54,0.37,-0.2,0.08,3.4,1.05,1.97,2.65,0,0
1843,Gnabry,GER,2018,CM,27,1991,188,74,Left,47.4,65,3,284,0.36,0.6,0.0,0.74,0.0,83.4,10.79,7.68,4.13,1.23,0.1,0.54,7.3,2.01,6.7,7.0,0,0
1844,Kimmich,GER,2018,LW,34,1984,172,89,Right,25.7,78,5,448,0.48,1.09,0.0,0.76,0.0,76.9,1.29,3.03,2.75,1.9,-0.5,0.82,9.94,3.25,11.81,6.89,0,0
1845,Goretzka,GER,2018,CM,32,1986,191,72,Left,24.3,66,5,385,0.42,0.57,0.0,1.07,0.0,89.3,6.33,8.06,3.55,0.69,-0.3,0.69,8.88,2.68,7.31,3.02,0,0
1846,Hummels,GER,2018,RB,32,1986,171,87,Right,43.3,89,1,127,0.19,0.58,0.0,1.8,0.0,81.5,9.92,8.26,12.1,0.78,0.1,0.38,3.79,1.96,6.98,5.07,0,0
1847,Rudiger,GER,2018,CM,32,1986,172,83,Right,47.9,76,3,287,0.44,0.77,0.0,0.16,0.0,86.9,9.22,6.81,2.79,0.91,-0.4,0.55,7.79,0.69,7.05,6.07,0,0
1848,Sule,GER,2018,CAM,34,1984,191,83,Left,58.6,80,4,368,0.91,0.68,0.0,0.56,0.0,86.8,5.59,6.48,3.0,1.59,-0.2,1.06,16.38,2.99,5.77,2.66,0,0
1849,Gosens,GER,2018,LB,23,1995,184,71,Right,10.9,79,3,287,0.24,0.29,0.0,1.31,0.0,80.1,11.02,9.47,9.61,0.76,-0.3,0.1,7.66,2.53,6.14,5.69,0,0
1850,Havertz,GER,2018,CB,34,1984,190,68,Right,12.6,67,3,285,0.14,0.05,0.0,0.63,0.0,90.9,7.3,9.52,22.38,0.39,0.2,0.09,3.11,1.17,2.11,4.62,1,0
1851,Sané,GER,2018,CDM,32,1986,177,71,Right,14.4,76,2,246,0.31,0.44,0.0,0.62,0.0,90.1,12.64,13.5,8.2,0.35,0.2,0.09,4.1,0.93,4.49,8.8,0,0
1852,Werner,GER,2018,GK,32,1986,195,88,Left,20.8,86,5,416,0.0,0.0,12.81,2.73,1.99,86.2,1.06,2.34,7.72,0.0,1.1,0.55,0.0,0.0,0.0,0.62,0,0
1853,Ginter,GER,2018,CB,36,1982,189,68,Right,18.5,65,5,397,0.28,0.08,0.0,0.92,0.0,83.4,11.53,4.61,28.34,0.35,0.0,-0.05,1.38,1.13,1.78,7.34,0,0
1854,Kehrer,GER,2018,RW,33,1985,177,79,Left,45.2,80,3,239,0.29,1.12,0.0,0.5,0.0,74.6,2.79,3.32,2.87,1.61,0.1,1.14,10.89,3.34,15.48,5.87,0,0
1855,Trapp,GER,2018,ST,26,1992,187,70,Left,50.3,84,4,311,1.23,0.42,0.0,0.0,0.0,77.5,1.53,3.31,0.91,0.85,0.1,1.59,7.83,4.5,6.93,4.7,0,0
1856,Ter Stegen,GER,2018,CB,35,1983,174,82,Right,63.4,82,4,417,0.21,0.15,0.0,2.16,0.0,87.0,11.83,5.49,25.91,0.35,0.2,0.6,1.76,1.5,3.1,3.58,0,0
1857,Brandt,GER,2018,RB,32,1986,185,86,Left,85.9,92,2,208,0.38,0.77,0.0,2.93,0.0,80.0,13.27,6.43,8.23,1.1,0.2,0.56,5.0,1.88,4.26,3.67,1,0
1858,Reus,GER,2018,RW,26,1992,172,81,Left,61.1,80,3,287,0.9,0.57,0.0,0.6,0.0,82.0,2.59,3.47,3.12,1.55,-0.4,0.4,7.54,4.48,15.15,2.44,0,0
1859,Can,GER,2018,LB,31,1987,177,88,Right,58.4,90,4,349,0.22,0.58,0.0,2.3,0.0,79.9,13.22,9.24,15.07,0.55,0.0,0.38,2.99,2.45,5.49,3.68,1,0
1860,Schlotterbeck,GER,2018,CDM,35,1983,191,75,Right,17.6,75,1,119,0.1,0.24,0.0,1.07,0.0,90.1,13.16,15.39,9.98,0.64,-0.4,0.02,2.7,1.22,4.02,7.66,0,0
1861,Adeyemi,GER,2018,LW,28,1990,174,73,Right,71.3,78,4,433,0.85,0.68,0.0,0.47,0.0,77.3,2.72,3.29,1.46,1.4,-0.3,0.86,4.93,3.34,22.16,5.96,0,0
1862,Musiala,GER,2018,GK,28,1990,186,77,Left,20.2,70,3,285,0.0,0.0,23.46,1.32,3.25,84.7,1.11,1.49,4.14,0.0,0.4,-0.09,0.0,0.0,0.0,1.53,0,0
1863,Wirtz,GER,2018,GK,26,1992,187,80,Right,22.2,76,4,368,0.0,0.0,12.28,2.39,3.99,86.0,1.48,3.24,4.07,0.0,0.5,0.07,0.0,0.0,0.0,0.63,0,0
1864,Arthur Rocha,POL,2018,CDM,37,1981,179,65,Right,50.8,76,2,231,0.24,0.45,0.0,1.06,0.0,89.1,9.24,12.16,9.59,0.68,-0.1,0.62,4.71,0.86,6.4,10.07,1,0
1865,Ricardo Lima,POL,2018,ST,21,1997,187,89,Right,80.9,87,4,378,1.11,0.45,0.0,0.0,0.0,68.8,2.42,1.66,1.24,0.89,0.3,1.53,14.39,3.54,8.56,4.21,0,0
1866,Heitor Melo,POL,2018,RW,25,1993,184,68,Right,29.7,85,4,357,0.67,0.74,0.0,0.63,0.0,77.5,3.24,3.31,1.78,1.85,-0.3,0.76,11.26,4.84,20.29,3.85,0,0
1867,Carlos Lima,POL,2018,CM,32,1986,183,67,Right,42.6,67,5,447,0.45,0.44,0.0,1.02,0.0,82.3,10.27,4.58,4.2,0.75,-0.3,0.49,4.71,1.22,5.16,6.76,0,0
1868,Roberto Melo,POL,2018,GK,25,1993,186,75,Right,17.2,72,2,216,0.0,0.0,15.51,2.69,3.35,88.5,1.05,1.46,6.49,0.0,0.9,-0.52,0.0,0.0,0.0,0.67,0,0
1869,Bruno Costa,POL,2018,ST,20,1998,172,84,Left,29.3,76,3,267,1.32,0.47,0.0,0.0,0.0,71.2,1.39,4.7,0.9,0.99,0.1,0.98,9.49,5.28,2.59,7.14,0,0
1870,Gustavo Melo,POL,2018,CAM,19,1999,178,86,Right,32.8,73,3,272,0.53,0.76,0.0,0.65,0.0,84.7,3.14,4.7,1.82,0.86,0.2,0.28,8.13,3.85,13.85,4.99,0,0
1871,Arthur Freitas,POL,2018,CM,34,1984,174,81,Right,21.9,71,3,231,0.48,0.71,0.0,1.06,0.0,88.1,4.13,10.73,4.58,0.96,0.6,0.48,6.3,3.1,7.32,5.41,1,0
1872,Roberto Souza,POL,2018,GK,36,1982,196,92,Right,12.9,76,1,121,0.0,0.0,16.22,1.54,2.51,86.2,0.96,1.78,3.77,0.0,0.4,0.03,0.0,0.0,0.0,1.46,0,0
1873,Carlos Ferreira,POL,2018,CDM,27,1991,180,78,Right,32.0,74,4,391,0.12,0.16,0.0,1.43,0.0,86.2,14.01,14.72,5.92,0.34,-0.3,0.28,4.92,0.68,3.09,10.74,1,0
1874,Pedro Martins,POL,2018,RW,22,1996,183,67,Right,70.0,72,0,50,0.79,0.84,0.0,0.48,0.0,81.2,4.65,4.69,2.72,1.7,-0.1,1.0,11.09,3.26,13.44,6.1,0,0
1875,Roberto Dias,POL,2018,GK,28,1990,189,87,Right,44.3,81,6,525,0.0,0.0,11.07,2.06,1.78,84.8,1.27,2.31,3.39,0.0,0.8,0.33,0.0,0.0,0.0,1.14,0,0
1876,Alexandre Ferreira,POL,2018,CB,30,1988,185,67,Left,65.3,86,4,385,0.17,0.16,0.0,2.11,0.0,92.0,10.16,12.16,15.9,0.63,0.0,0.51,3.26,1.23,2.73,4.63,0,0
1877,Felipe Rodrigues,POL,2018,RB,33,1985,181,89,Right,49.5,83,3,309,0.26,0.64,0.0,1.82,0.0,83.4,9.81,4.39,6.03,0.82,0.1,0.73,3.74,3.17,8.17,3.95,1,0
1878,Gabriel Araujo,POL,2018,CB,22,1996,190,87,Right,56.3,82,4,389,0.25,0.13,0.0,2.43,0.0,81.2,11.77,14.2,28.13,0.31,0.4,0.2,4.85,1.44,2.79,3.63,1,0
1879,Bruno Freitas,POL,2018,LW,34,1984,182,77,Left,48.9,84,4,320,0.94,1.05,0.0,0.43,0.0,75.1,2.6,3.15,1.98,1.41,-0.1,0.86,6.57,4.7,13.92,6.81,0,0
1880,Eduardo Cardoso,POL,2018,LW,28,1990,182,85,Both,66.2,84,6,470,0.97,0.86,0.0,0.4,0.0,78.0,1.92,2.88,1.64,2.3,0.3,0.89,8.84,4.25,13.23,6.8,0,0
1881,Ricardo Souza,POL,2018,RB,21,1997,171,80,Right,71.2,79,3,292,0.33,0.43,0.0,2.28,0.0,84.0,10.31,6.07,10.54,0.57,0.4,0.3,4.8,2.17,5.52,4.26,0,0
1882,Roberto Cardoso,POL,2018,CB,37,1981,171,73,Right,40.0,77,3,267,0.21,0.11,0.0,1.34,0.0,90.0,5.5,9.41,22.38,0.59,0.5,0.52,2.97,1.09,2.29,7.78,1,0
1883,Pedro Ferreira,POL,2018,CB,30,1988,185,69,Both,48.2,85,3,296,0.2,0.15,0.0,2.45,0.0,87.5,5.87,10.55,29.37,0.43,-0.1,0.13,5.39,0.52,1.78,5.74,1,0
