EventID,MatchID,PlayerID,TeamCode,EventType,Minute,Detail,xG
2460,179,1594,BRA,Substitution,66,Sub On,0.0
2461,179,1591,BRA,Substitution,49,Sub On,0.0
2462,179,1704,MEX,Substitution,71,Sub On,0.0
2463,179,1716,MEX,Substitution,50,Sub On,0.0
2464,179,1724,MEX,Substitution,72,Sub On,0.0
2465,180,1536,BEL,Goal,39,Open Play,0.86
2466,180,1519,BEL,Goal,57,Open Play,0.14
2467,180,1519,BEL,Goal,41,Open Play,0.11
2468,180,1734,JPN,Goal,64,Open Play,0.16
2469,180,1726,JPN,Goal,40,Open Play,0.14
2470,180,1526,BEL,YellowCard,10,Foul,0.0
2471,180,1526,BEL,YellowCard,53,Foul,0.0
2472,180,1529,BEL,YellowCard,19,Foul,0.0
2473,180,1520,BEL,YellowCard,76,Foul,0.0
2474,180,1527,BEL,YellowCard,35,Foul,0.0
2475,180,1730,JPN,YellowCard,50,Foul,0.0
2476,180,1519,BEL,Substitution,80,Sub On,0.0
2477,180,1527,BEL,Substitution,86,Sub On,0.0
2478,180,1525,BEL,Substitution,68,Sub On,0.0
2479,180,1537,BEL,Substitution,79,Sub On,0.0
2480,180,1729,JPN,Substitution,77,Sub On,0.0
2481,180,1735,JPN,Substitution,88,Sub On,0.0
2482,180,1728,JPN,Substitution,70,Sub On,0.0
2483,181,1626,SWE,Goal,65,Open Play,0.21
2484,181,1623,SWE,YellowCard,68,Foul,0.0
2485,181,1799,SUI,YellowCard,76,Foul,0.0
2486,181,1806,SUI,YellowCard,7,Foul,0.0
2487,181,1616,SWE,YellowCard,76,Foul,0.0
2488,181,1629,SWE,Substitution,75,Sub On,0.0
2489,181,1629,SWE,Substitution,61,Sub On,0.0
2490,181,1628,SWE,Substitution,76,Sub On,0.0
2491,181,1611,SWE,Substitution,72,Sub On,0.0
2492,181,1626,SWE,Substitution,54,Sub On,0.0
2493,181,1814,SUI,Substitution,73,Sub On,0.0
2494,181,1816,SUI,Substitution,65,Sub On,0.0
2495,181,1799,SUI,Substitution,59,Sub On,0.0
2496,182,1507,CRO,Goal,15,Open Play,0.08
2497,182,1695,DEN,Goal,61,Open Play,0.45
2498,182,1682,DEN,YellowCard,80,Foul,0.0
2499,182,1508,CRO,YellowCard,29,Foul,0.0
2500,182,1511,CRO,YellowCard,5,Foul,0.0
2501,182,1502,CRO,YellowCard,44,Foul,0.0
2502,182,1509,CRO,YellowCard,26,Foul,0.0
2503,182,1689,DEN,YellowCard,79,Foul,0.0
2504,182,1514,CRO,Substitution,77,Sub On,0.0
2505,182,1502,CRO,Substitution,78,Sub On,0.0
2506,182,1506,CRO,Substitution,85,Sub On,0.0
2507,182,1697,DEN,Substitution,80,Sub On,0.0
2508,182,1702,DEN,Substitution,49,Sub On,0.0
2509,182,1693,DEN,Substitution,83,Sub On,0.0
2510,182,1681,DEN,Substitution,80,Sub On,0.0
2511,182,1690,DEN,Substitution,78,Sub On,0.0
2512,183,1672,COL,Goal,92,Open Play,0.84
2513,183,1544,ENG,Goal,85,Open Play,0.38
2514,183,1545,ENG,YellowCard,77,Foul,0.0
2515,183,1562,ENG,YellowCard,85,Foul,0.0
2516,183,1658,COL,YellowCard,19,Foul,0.0
2517,183,1665,COL,YellowCard,8,Foul,0.0
2518,183,1546,ENG,YellowCard,78,Foul,0.0
2519,183,1547,ENG,YellowCard,20,Foul,0.0
2520,183,1671,COL,Substitution,75,Sub On,0.0
2521,183,1672,COL,Substitution,78,Sub On,0.0
2522,183,1677,COL,Substitution,66,Sub On,0.0
2523,183,1677,COL,Substitution,60,Sub On,0.0
2524,183,1664,COL,Substitution,57,Sub On,0.0
2525,183,1560,ENG,Substitution,73,Sub On,0.0
2526,183,1561,ENG,Substitution,77,Sub On,0.0
2527,183,1547,ENG,Substitution,86,Sub On,0.0
2528,183,1553,ENG,Substitution,69,Sub On,0.0
2529,184,1767,ESP,Goal,82,Open Play,0.84
2530,184,1636,RUS,Goal,13,Open Play,0.72
2531,184,1761,ESP,YellowCard,81,Foul,0.0
2532,184,1643,RUS,YellowCard,66,Foul,0.0
2533,184,1652,RUS,YellowCard,58,Foul,0.0
2534,184,1651,RUS,YellowCard,78,Foul,0.0
2535,184,1765,ESP,YellowCard,22,Foul,0.0
2536,184,1647,RUS,YellowCard,3,Foul,0.0
2537,184,1752,ESP,Substitution,67,Sub On,0.0
2538,184,1759,ESP,Substitution,51,Sub On,0.0
2539,184,1750,ESP,Substitution,54,Sub On,0.0
2540,184,1769,ESP,Substitution,83,Sub On,0.0
2541,184,1643,RUS,Substitution,78,Sub On,0.0
2542,184,1641,RUS,Substitution,88,Sub On,0.0
2543,184,1648,RUS,Substitution,83,Sub On,0.0
2544,185,1476,FRA,Goal,7,Open Play,0.47
2545,185,1488,FRA,Goal,65,Open Play,0.61
2546,185,1488,FRA,Substitution,85,Sub On,0.0
2547,185,1490,FRA,Substitution,73,Sub On,0.0
2548,185,1482,FRA,Substitution,67,Sub On,0.0
2549,185,1480,FRA,Substitution,74,Sub On,0.0
2550,186,1608,BRA,Goal,43,Open Play,0.12
2551,186,1519,BEL,Goal,60,Open Play,0.47
2552,186,1540,BEL,Goal,11,Open Play,0.39
2553,186,1609,BRA,YellowCard,14,Foul,0.0
2554,186,1594,BRA,YellowCard,39,Foul,0.0
2555,186,1529,BEL,YellowCard,77,Foul,0.0
2556,186,1593,BRA,Substitution,86,Sub On,0.0
2557,186,1608,BRA,Substitution,61,Sub On,0.0
2558,186,1593,BRA,Substitution,57,Sub On,0.0
2559,186,1609,BRA,Substitution,76,Sub On,0.0
2560,186,1521,BEL,Substitution,79,Sub On,0.0
2561,186,1540,BEL,Substitution,81,Sub On,0.0
2562,186,1527,BEL,Substitution,87,Sub On,0.0
2563,187,1503,CRO,Goal,22,Open Play,0.6
2564,187,1514,CRO,Goal,9,Open Play,0.39
2565,187,1651,RUS,Goal,68,Open Play,0.45
2566,187,1640,RUS,Goal,57,Open Play,0.69
2567,187,1501,CRO,YellowCard,13,Foul,0.0
2568,187,1517,CRO,YellowCard,54,Foul,0.0
2569,187,1643,RUS,YellowCard,53,Foul,0.0
2570,187,1507,CRO,Substitution,82,Sub On,0.0
2571,187,1518,CRO,Substitution,71,Sub On,0.0
2572,187,1501,CRO,Substitution,83,Sub On,0.0
2573,187,1635,RUS,Substitution,49,Sub On,0.0
2574,187,1655,RUS,Substitution,66,Sub On,0.0
2575,187,1648,RUS,Substitution,74,Sub On,0.0
2576,188,1543,ENG,Goal,6,Open Play,0.82
2577,188,1555,ENG,Goal,22,Open Play,0.11
2578,188,1623,SWE,YellowCard,13,Foul,0.0
2579,188,1625,SWE,YellowCard,32,Foul,0.0
2580,188,1560,ENG,YellowCard,5,Foul,0.0
2581,188,1561,ENG,Substitution,67,Sub On,0.0
2582,188,1545,ENG,Substitution,84,Sub On,0.0
2583,188,1548,ENG,Substitution,78,Sub On,0.0
2584,188,1615,SWE,Substitution,81,Sub On,0.0
2585,188,1618,SWE,Substitution,65,Sub On,0.0
2586,188,1611,SWE,Substitution,89,Sub On,0.0
2587,188,1621,SWE,Substitution,53,Sub On,0.0
2588,188,1628,SWE,Substitution,60,Sub On,0.0
2589,189,1488,FRA,Goal,59,Open Play,0.31
2590,189,1524,BEL,YellowCard,38,Foul,0.0
2591,189,1540,BEL,YellowCard,16,Foul,0.0
2592,189,1521,BEL,YellowCard,14,Foul,0.0
2593,189,1478,FRA,Substitution,49,Sub On,0.0
2594,189,1477,FRA,Substitution,66,Sub On,0.0
2595,189,1473,FRA,Substitution,61,Sub On,0.0
2596,189,1490,FRA,Substitution,56,Sub On,0.0
2597,189,1494,FRA,Substitution,70,Sub On,0.0
2598,189,1520,BEL,Substitution,59,Sub On,0.0
2599,189,1520,BEL,Substitution,53,Sub On,0.0
2600,189,1521,BEL,Substitution,54,Sub On,0.0
2601,189,1520,BEL,Substitution,50,Sub On,0.0
2602,190,1498,CRO,Goal,61,Open Play,0.68
2603,190,1499,CRO,Goal,25,Open Play,0.45
2604,190,1544,ENG,Goal,76,Open Play,0.07
2605,190,1510,CRO,YellowCard,58,Foul,0.0
2606,190,1543,ENG,YellowCard,93,Foul,0.0
2607,190,1513,CRO,RedCard,90,Serious Foul,0.0
2608,190,1502,CRO,Substitution,50,Sub On,0.0
2609,190,1510,CRO,Substitution,65,Sub On,0.0
2610,190,1507,CRO,Substitution,82,Sub On,0.0
2611,190,1517,CRO,Substitution,79,Sub On,0.0
2612,190,1516,CRO,Substitution,56,Sub On,0.0
2613,190,1547,ENG,Substitution,48,Sub On,0.0
2614,190,1543,ENG,Substitution,83,Sub On,0.0
2615,190,1542,ENG,Substitution,82,Sub On,0.0
2616,190,1560,ENG,Substitution,59,Sub On,0.0
2617,191,1522,BEL,Goal,86,Open Play,0.83
2618,191,1521,BEL,Goal,42,Open Play,0.73
2619,191,1530,BEL,YellowCard,2,Foul,0.0
2620,191,1552,ENG,YellowCard,92,Foul,0.0
2621,191,1532,BEL,YellowCard,62,Foul,0.0
2622,191,1559,ENG,YellowCard,6,Foul,0.0
2623,191,1519,BEL,Substitution,89,Sub On,0.0
2624,191,1527,BEL,Substitution,78,Sub On,0.0
2625,191,1541,BEL,Substitution,80,Sub On,0.0
2626,191,1521,BEL,Substitution,80,Sub On,0.0
2627,191,1533,BEL,Substitution,82,Sub On,0.0
2628,191,1543,ENG,Substitution,74,Sub On,0.0
2629,191,1551,ENG,Substitution,68,Sub On,0.0
2630,191,1546,ENG,Substitution,51,Sub On,0.0
2631,191,1557,ENG,Substitution,77,Sub On,0.0
2632,191,1564,ENG,Substitution,51,Sub On,0.0
2633,192,1488,FRA,Goal,90,Open Play,0.68
2634,192,1477,FRA,Goal,49,Open Play,0.79
2635,192,1476,FRA,Goal,58,Open Play,0.37
2636,192,1476,FRA,Goal,34,Open Play,0.74
2637,192,1511,CRO,Goal,63,Open Play,0.62
2638,192,1498,CRO,Goal,28,Penalty,0.12
2639,192,1506,CRO,YellowCard,31,Foul,0.0
2640,192,1501,CRO,YellowCard,45,Foul,0.0
2641,192,1486,FRA,YellowCard,47,Foul,0.0
2642,192,1495,FRA,YellowCard,69,Foul,0.0
2643,192,1502,CRO,YellowCard,91,Foul,0.0
2644,192,1494,FRA,YellowCard,35,Foul,0.0
2645,192,1486,FRA,Substitution,73,Sub On,0.0
2646,192,1478,FRA,Substitution,51,Sub On,0.0
2647,192,1489,FRA,Substitution,76,Sub On,0.0
2648,192,1495,FRA,Substitution,54,Sub On,0.0
2649,192,1500,CRO,Substitution,61,Sub On,0.0
2650,192,1497,CRO,Substitution,70,Sub On,0.0
2651,192,1510,CRO,Substitution,52,Sub On,0.0
2652,192,1502,CRO,Substitution,73,Sub On,0.0
2653,193,2751,ECU,Goal,46,Open Play,0.17
2654,193,2743,ECU,Goal,90,Open Play,0.16
2655,193,2751,ECU,YellowCard,82,Foul,0.0
2656,193,2816,QAT,YellowCard,17,Foul,0.0
2657,193,2809,QAT,YellowCard,37,Foul,0.0
2658,193,2742,ECU,YellowCard,65,Foul,0.0
2659,193,2750,ECU,YellowCard,4,Foul,0.0
2660,193,2828,QAT,YellowCard,50,Foul,0.0
2661,193,2826,QAT,Substitution,87,Sub On,0.0
2662,193,2814,QAT,Substitution,54,Sub On,0.0
2663,193,2823,QAT,Substitution,86,Sub On,0.0
2664,193,2825,QAT,Substitution,60,Sub On,0.0
2665,193,2814,QAT,Substitution,66,Sub On,0.0
2666,193,2749,ECU,Substitution,51,Sub On,0.0
2667,193,2756,ECU,Substitution,66,Sub On,0.0
2668,193,2743,ECU,Substitution,75,Sub On,0.0
2669,194,2307,NED,Goal,81,Open Play,0.12
2670,194,2302,NED,Goal,15,Open Play,0.38
2671,194,2429,SEN,YellowCard,65,Foul,0.0
2672,194,2418,SEN,YellowCard,69,Foul,0.0
2673,194,2301,NED,YellowCard,38,Foul,0.0
2674,194,2431,SEN,YellowCard,23,Foul,0.0
2675,194,2306,NED,RedCard,49,Serious Foul,0.0
2676,194,2424,SEN,Substitution,54,Sub On,0.0
2677,194,2429,SEN,Substitution,82,Sub On,0.0
2678,194,2434,SEN,Substitution,55,Sub On,0.0
2679,194,2425,SEN,Substitution,88,Sub On,0.0
2680,194,2317,NED,Substitution,74,Sub On,0.0
2681,194,2305,NED,Substitution,74,Sub On,0.0
2682,194,2315,NED,Substitution,73,Sub On,0.0
2683,194,2323,NED,Substitution,67,Sub On,0.0
2684,195,2824,QAT,Goal,81,Open Play,0.43
2685,195,2429,SEN,Goal,19,Open Play,0.74
2686,195,2434,SEN,Goal,46,Own Goal,0.61
2687,195,2418,SEN,Goal,78,Open Play,0.15
2688,195,2824,QAT,YellowCard,40,Foul,0.0
2689,195,2429,SEN,YellowCard,31,Foul,0.0
2690,195,2810,QAT,YellowCard,20,Foul,0.0
2691,195,2816,QAT,RedCard,84,Serious Foul,0.0
2692,195,2810,QAT,Substitution,62,Sub On,0.0
2693,195,2824,QAT,Substitution,86,Sub On,0.0
2694,195,2822,QAT,Substitution,54,Sub On,0.0
2695,195,2819,QAT,Substitution,67,Sub On,0.0
2696,195,2422,SEN,Substitution,79,Sub On,0.0
2697,195,2435,SEN,Substitution,63,Sub On,0.0
2698,195,2435,SEN,Substitution,85,Sub On,0.0
2699,196,2302,NED,Goal,12,Open Play,0.6
2700,196,2751,ECU,Goal,11,Open Play,0.84
2701,196,2316,NED,YellowCard,12,Foul,0.0
2702,196,2758,ECU,YellowCard,76,Foul,0.0
2703,196,2304,NED,Substitution,47,Sub On,0.0
2704,196,2321,NED,Substitution,67,Sub On,0.0
2705,196,2316,NED,Substitution,86,Sub On,0.0
2706,196,2319,NED,Substitution,63,Sub On,0.0
2707,196,2750,ECU,Substitution,48,Sub On,0.0
2708,196,2749,ECU,Substitution,84,Sub On,0.0
2709,196,2746,ECU,Substitution,80,Sub On,0.0
2710,197,2742,ECU,Goal,45,Open Play,0.7
2711,197,2434,SEN,Goal,86,Open Play,0.06
2712,197,2431,SEN,Goal,79,Open Play,0.37
2713,197,2759,ECU,YellowCard,49,Foul,0.0
2714,197,2425,SEN,YellowCard,30,Foul,0.0
2715,197,2423,SEN,YellowCard,72,Foul,0.0
2716,197,2754,ECU,YellowCard,93,Foul,0.0
2717,197,2755,ECU,Substitution,53,Sub On,0.0
2718,197,2747,ECU,Substitution,47,Sub On,0.0
2719,197,2754,ECU,Substitution,71,Sub On,0.0
2720,197,2438,SEN,Substitution,76,Sub On,0.0
2721,197,2433,SEN,Substitution,88,Sub On,0.0
2722,197,2433,SEN,Substitution,79,Sub On,0.0
2723,197,2434,SEN,Substitution,73,Sub On,0.0
2724,197,2419,SEN,Substitution,48,Sub On,0.0
2725,198,2315,NED,Goal,29,Open Play,0.45
2726,198,2315,NED,Goal,49,Penalty,0.15
2727,198,2827,QAT,YellowCard,18,Foul,0.0
2728,198,2809,QAT,YellowCard,65,Foul,0.0
2729,198,2816,QAT,YellowCard,64,Foul,0.0
2730,198,2313,NED,Substitution,60,Sub On,0.0
2731,198,2314,NED,Substitution,50,Sub On,0.0
2732,198,2320,NED,Substitution,53,Sub On,0.0
2733,198,2306,NED,Substitution,74,Sub On,0.0
2734,198,2304,NED,Substitution,83,Sub On,0.0
2735,198,2827,QAT,Substitution,71,Sub On,0.0
2736,198,2811,QAT,Substitution,55,Sub On,0.0
2737,198,2825,QAT,Substitution,46,Sub On,0.0
2738,199,2324,ENG,Goal,65,Open Play,0.53
2739,199,2332,ENG,Goal,3,Open Play,0.78
2740,199,2345,ENG,Goal,56,Open Play,0.8
2741,199,2336,ENG,Goal,85,Open Play,0.06
2742,199,2337,ENG,Goal,5,Open Play,0.56
2743,199,2336,ENG,Goal,56,Penalty,0.53
2744,199,2780,IRN,Goal,84,Open Play,0.59
2745,199,2780,IRN,Goal,47,Open Play,0.75
2746,199,2781,IRN,YellowCard,6,Foul,0.0
2747,199,2772,IRN,YellowCard,81,Foul,0.0
2748,199,2783,IRN,YellowCard,75,Foul,0.0
2749,199,2336,ENG,YellowCard,62,Foul,0.0
2750,199,2782,IRN,YellowCard,87,Foul,0.0
2751,199,2333,ENG,YellowCard,59,Foul,0.0
2752,199,2341,ENG,Substitution,62,Sub On,0.0
2753,199,2328,ENG,Substitution,63,Sub On,0.0
2754,199,2335,ENG,Substitution,82,Sub On,0.0
2755,199,2331,ENG,Substitution,88,Sub On,0.0
2756,199,2345,ENG,Substitution,71,Sub On,0.0
2757,199,2775,IRN,Substitution,85,Sub On,0.0
2758,199,2779,IRN,Substitution,81,Sub On,0.0
2759,199,2780,IRN,Substitution,80,Sub On,0.0
2760,199,2762,IRN,Substitution,55,Sub On,0.0
2761,199,2780,IRN,Substitution,59,Sub On,0.0
2762,200,2453,USA,Goal,93,Open Play,0.05
2763,200,2805,WAL,Goal,52,Open Play,0.86
2764,200,2443,USA,YellowCard,1,Foul,0.0
2765,200,2796,WAL,YellowCard,42,Foul,0.0
2766,200,2458,USA,Substitution,54,Sub On,0.0
2767,200,2454,USA,Substitution,61,Sub On,0.0
2768,200,2439,USA,Substitution,61,Sub On,0.0
2769,200,2443,USA,Substitution,49,Sub On,0.0
2770,200,2791,WAL,Substitution,51,Sub On,0.0
2771,200,2804,WAL,Substitution,86,Sub On,0.0
2772,200,2791,WAL,Substitution,80,Sub On,0.0
2773,200,2799,WAL,Substitution,60,Sub On,0.0
2774,201,2762,IRN,Goal,74,Open Play,0.75
2775,201,2781,IRN,Goal,4,Penalty,0.17
2776,201,2789,WAL,YellowCard,6,Foul,0.0
2777,201,2786,WAL,YellowCard,78,Foul,0.0
2778,201,2802,WAL,YellowCard,62,Foul,0.0
2779,201,2792,WAL,YellowCard,4,Foul,0.0
2780,201,2785,WAL,Substitution,58,Sub On,0.0
2781,201,2787,WAL,Substitution,49,Sub On,0.0
2782,201,2797,WAL,Substitution,85,Sub On,0.0
2783,201,2788,WAL,Substitution,72,Sub On,0.0
2784,201,2769,IRN,Substitution,76,Sub On,0.0
2785,201,2774,IRN,Substitution,69,Sub On,0.0
2786,201,2763,IRN,Substitution,48,Sub On,0.0
2787,201,2762,IRN,Substitution,50,Sub On,0.0
2788,202,2443,USA,YellowCard,67,Foul,0.0
2789,202,2341,ENG,YellowCard,78,Foul,0.0
2790,202,2456,USA,YellowCard,6,Foul,0.0
2791,202,2340,ENG,Substitution,58,Sub On,0.0
2792,202,2343,ENG,Substitution,87,Sub On,0.0
2793,202,2337,ENG,Substitution,65,Sub On,0.0
2794,202,2441,USA,Substitution,89,Sub On,0.0
2795,202,2448,USA,Substitution,88,Sub On,0.0
2796,202,2453,USA,Substitution,56,Sub On,0.0
2797,202,2445,USA,Substitution,53,Sub On,0.0
2798,202,2450,USA,Substitution,61,Sub On,0.0
2799,203,2327,ENG,Goal,68,Penalty,0.32
2800,203,2332,ENG,Goal,21,Open Play,0.8
2801,203,2324,ENG,Goal,53,Open Play,0.29
2802,203,2331,ENG,YellowCard,26,Foul,0.0
2803,203,2325,ENG,YellowCard,46,Foul,0.0
2804,203,2331,ENG,YellowCard,89,Foul,0.0
2805,203,2330,ENG,YellowCard,68,Foul,0.0
2806,203,2327,ENG,YellowCard,56,Foul,0.0
2807,203,2796,WAL,Substitution,85,Sub On,0.0
2808,203,2795,WAL,Substitution,67,Sub On,0.0
2809,203,2785,WAL,Substitution,47,Sub On,0.0
2810,203,2330,ENG,Substitution,79,Sub On,0.0
2811,203,2343,ENG,Substitution,89,Sub On,0.0
2812,203,2346,ENG,Substitution,49,Sub On,0.0
2813,203,2329,ENG,Substitution,67,Sub On,0.0
2814,204,2446,USA,Goal,44,Open Play,0.26
2815,204,2439,USA,YellowCard,68,Foul,0.0
2816,204,2457,USA,YellowCard,21,Foul,0.0
2817,204,2767,IRN,YellowCard,7,Foul,0.0
2818,204,2761,IRN,YellowCard,36,Foul,0.0
2819,204,2453,USA,YellowCard,64,Foul,0.0
2820,204,2779,IRN,Substitution,70,Sub On,0.0
2821,204,2779,IRN,Substitution,54,Sub On,0.0
2822,204,2776,IRN,Substitution,83,Sub On,0.0
2823,204,2762,IRN,Substitution,75,Sub On,0.0
2824,204,2448,USA,Substitution,69,Sub On,0.0
2825,204,2454,USA,Substitution,76,Sub On,0.0
2826,204,2442,USA,Substitution,65,Sub On,0.0
2827,204,2460,USA,Substitution,50,Sub On,0.0
2828,204,2444,USA,Substitution,48,Sub On,0.0
2829,205,2227,ARG,Goal,41,Open Play,0.9
2830,205,2901,KSA,Goal,39,Open Play,0.45
2831,205,2918,KSA,Goal,46,Open Play,0.74
2832,205,2901,KSA,YellowCard,88,Foul,0.0
2833,205,2912,KSA,YellowCard,51,Foul,0.0
2834,205,2225,ARG,RedCard,36,Serious Foul,0.0
2835,205,2220,ARG,Substitution,66,Sub On,0.0
2836,205,2223,ARG,Substitution,52,Sub On,0.0
2837,205,2212,ARG,Substitution,81,Sub On,0.0
2838,205,2225,ARG,Substitution,69,Sub On,0.0
2839,205,2905,KSA,Substitution,75,Sub On,0.0
2840,205,2914,KSA,Substitution,83,Sub On,0.0
2841,205,2902,KSA,Substitution,61,Sub On,0.0
2842,205,2901,KSA,Substitution,80,Sub On,0.0
2843,206,2600,MEX,YellowCard,74,Foul,0.0
2844,206,2466,POL,YellowCard,42,Foul,0.0
2845,206,2611,MEX,YellowCard,30,Foul,0.0
2846,206,2470,POL,YellowCard,35,Foul,0.0
2847,206,2614,MEX,RedCard,35,Serious Foul,0.0
2848,206,2600,MEX,Substitution,47,Sub On,0.0
2849,206,2621,MEX,Substitution,89,Sub On,0.0
2850,206,2607,MEX,Substitution,71,Sub On,0.0
2851,206,2621,MEX,Substitution,75,Sub On,0.0
2852,206,2616,MEX,Substitution,82,Sub On,0.0
2853,206,2475,POL,Substitution,87,Sub On,0.0
2854,206,2467,POL,Substitution,75,Sub On,0.0
2855,206,2462,POL,Substitution,67,Sub On,0.0
2856,207,2478,POL,Goal,53,Open Play,0.11
2857,207,2467,POL,Goal,83,Open Play,0.31
2858,207,2914,KSA,YellowCard,12,Foul,0.0
2859,207,2465,POL,YellowCard,46,Foul,0.0
2860,207,2463,POL,Substitution,54,Sub On,0.0
2861,207,2479,POL,Substitution,49,Sub On,0.0
2862,207,2467,POL,Substitution,72,Sub On,0.0
2863,207,2472,POL,Substitution,66,Sub On,0.0
2864,207,2920,KSA,Substitution,77,Sub On,0.0
2865,207,2902,KSA,Substitution,46,Sub On,0.0
2866,207,2908,KSA,Substitution,58,Sub On,0.0
2867,208,2230,ARG,Goal,61,Open Play,0.21
2868,208,2227,ARG,Goal,40,Open Play,0.74
2869,208,2613,MEX,YellowCard,84,Foul,0.0
2870,208,2227,ARG,YellowCard,92,Foul,0.0
2871,208,2600,MEX,YellowCard,48,Foul,0.0
2872,208,2231,ARG,YellowCard,57,Foul,0.0
2873,208,2609,MEX,YellowCard,81,Foul,0.0
2874,208,2214,ARG,YellowCard,59,Foul,0.0
2875,208,2223,ARG,Substitution,77,Sub On,0.0
2876,208,2214,ARG,Substitution,88,Sub On,0.0
2877,208,2221,ARG,Substitution,86,Sub On,0.0
2878,208,2228,ARG,Substitution,83,Sub On,0.0
2879,208,2607,MEX,Substitution,86,Sub On,0.0
2880,208,2600,MEX,Substitution,65,Sub On,0.0
2881,208,2619,MEX,Substitution,79,Sub On,0.0
2882,208,2606,MEX,Substitution,77,Sub On,0.0
2883,208,2603,MEX,Substitution,68,Sub On,0.0
2884,209,2230,ARG,Goal,53,Open Play,0.42
2885,209,2231,ARG,Goal,92,Penalty,0.85
2886,209,2462,POL,YellowCard,29,Foul,0.0
2887,209,2482,POL,YellowCard,18,Foul,0.0
2888,209,2211,ARG,YellowCard,84,Foul,0.0
2889,209,2480,POL,YellowCard,51,Foul,0.0
2890,209,2484,POL,Substitution,66,Sub On,0.0
2891,209,2478,POL,Substitution,83,Sub On,0.0
2892,209,2464,POL,Substitution,74,Sub On,0.0
2893,209,2470,POL,Substitution,81,Sub On,0.0
2894,209,2221,ARG,Substitution,62,Sub On,0.0
2895,209,2213,ARG,Substitution,66,Sub On,0.0
2896,209,2230,ARG,Substitution,85,Sub On,0.0
2897,209,2228,ARG,Substitution,48,Sub On,0.0
2898,209,2216,ARG,Substitution,87,Sub On,0.0
2899,210,2913,KSA,Goal,28,Open Play,0.48
2900,210,2611,MEX,Goal,11,Own Goal,0.1
2901,210,2617,MEX,Goal,86,Open Play,0.12
2902,210,2905,KSA,YellowCard,85,Foul,0.0
2903,210,2902,KSA,YellowCard,23,Foul,0.0
2904,210,2616,MEX,YellowCard,83,Foul,0.0
2905,210,2906,KSA,Substitution,51,Sub On,0.0
2906,210,2900,KSA,Substitution,81,Sub On,0.0
2907,210,2905,KSA,Substitution,46,Sub On,0.0
2908,210,2912,KSA,Substitution,75,Sub On,0.0
2909,210,2921,KSA,Substitution,51,Sub On,0.0
2910,210,2601,MEX,Substitution,53,Sub On,0.0
2911,210,2619,MEX,Substitution,82,Sub On,0.0
2912,210,2605,MEX,Substitution,53,Sub On,0.0
2913,210,2607,MEX,Substitution,86,Sub On,0.0
2914,210,2604,MEX,Substitution,63,Sub On,0.0
2915,211,2238,FRA,Goal,67,Open Play,0.69
2916,211,2242,FRA,Goal,43,Open Play,0.55
2917,211,2252,FRA,Goal,92,Open Play,0.61
2918,211,2236,FRA,Goal,10,Penalty,0.79
2919,211,2520,AUS,Goal,72,Open Play,0.54
2920,211,2509,AUS,YellowCard,54,Foul,0.0
2921,211,2246,FRA,YellowCard,21,Foul,0.0
2922,211,2236,FRA,Substitution,53,Sub On,0.0
2923,211,2244,FRA,Substitution,55,Sub On,0.0
2924,211,2249,FRA,Substitution,71,Sub On,0.0
2925,211,2253,FRA,Substitution,74,Sub On,0.0
2926,211,2251,FRA,Substitution,60,Sub On,0.0
2927,211,2511,AUS,Substitution,51,Sub On,0.0
2928,211,2508,AUS,Substitution,46,Sub On,0.0
2929,211,2523,AUS,Substitution,50,Sub On,0.0
2930,212,2864,DEN,YellowCard,63,Foul,0.0
2931,212,2884,TUN,YellowCard,39,Foul,0.0
2932,212,2893,TUN,YellowCard,6,Foul,0.0
2933,212,2867,DEN,YellowCard,36,Foul,0.0
2934,212,2863,DEN,YellowCard,6,Foul,0.0
2935,212,2872,DEN,Substitution,46,Sub On,0.0
2936,212,2869,DEN,Substitution,87,Sub On,0.0
2937,212,2875,DEN,Substitution,89,Sub On,0.0
2938,212,2853,DEN,Substitution,75,Sub On,0.0
2939,212,2893,TUN,Substitution,78,Sub On,0.0
2940,212,2895,TUN,Substitution,72,Sub On,0.0
2941,212,2887,TUN,Substitution,68,Sub On,0.0
2942,212,2892,TUN,Substitution,50,Sub On,0.0
2943,213,2241,FRA,Goal,66,Open Play,0.63
2944,213,2241,FRA,Goal,71,Open Play,0.6
2945,213,2874,DEN,Goal,68,Open Play,0.53
2946,213,2243,FRA,YellowCard,17,Foul,0.0
2947,213,2241,FRA,YellowCard,6,Foul,0.0
2948,213,2234,FRA,YellowCard,35,Foul,0.0
2949,213,2245,FRA,YellowCard,64,Foul,0.0
2950,213,2236,FRA,YellowCard,90,Foul,0.0
2951,213,2243,FRA,Substitution,69,Sub On,0.0
2952,213,2246,FRA,Substitution,55,Sub On,0.0
2953,213,2243,FRA,Substitution,64,Sub On,0.0
2954,213,2237,FRA,Substitution,54,Sub On,0.0
2955,213,2857,DEN,Substitution,63,Sub On,0.0
2956,213,2873,DEN,Substitution,87,Sub On,0.0
2957,213,2867,DEN,Substitution,52,Sub On,0.0
2958,213,2865,DEN,Substitution,79,Sub On,0.0
2959,214,2520,AUS,Goal,32,Open Play,0.57
2960,214,2887,TUN,YellowCard,10,Foul,0.0
2961,214,2511,AUS,YellowCard,81,Foul,0.0
2962,214,2879,TUN,YellowCard,53,Foul,0.0
